"year","variable_id","value","display_name","accounting_block","sector_boundary","accounting_concept","nominal_or_real","role","status","source_stage","source_file","source_column","unit","allowed_use","prohibited_use","notes"
1930,"CORP_NET_INT",1538,"Corporate net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","CORP","NONE_NOT_APPLICABLE; NET_INTEREST_AND_MISC_PAYMENTS","nominal_or_ratio; nominal","surplus_accounting_ingredient; candidate_only","AUTHORIZED_FOR_D07_LEVEL_PANEL; CANDIDATE_ONLY_REQUIRES_CROSSWALK","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison; candidate audit trail only","clean productive-origin surplus baseline without NFC gate; baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline.; Not admissible as the principal NFC financial-claims proxy under the S30G hierarchy. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_NOS",9253,"Corporate net operating surplus","surplus_distribution","CORP","NOS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_NVA",43098,"Corporate net value added","output_value_added; surplus_distribution","CORP","NVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation and robustness level; corporate reconciliation, robustness, and accounting comparison","productive-origin baseline; real CORP output unless directly validated; clean productive-origin surplus baseline without NFC gate","Corporate net value-added reconciliation line.; Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_PAT",2931,"Corporate profits after tax","surplus_distribution","CORP","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_PBT",3671,"Corporate profits before tax","surplus_distribution","CORP","PBT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_TAX",842,"Corporate income taxes","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_TRANSFERS_NET",354,"Corporate business current transfers net","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"CORP_UNDISTRIBUTED",1188,"Corporate undistributed profits with IVA and CCAdj","surplus_distribution","CORP","UNDISTRIBUTED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
1930,"I_current_ME",137,"Current-dollar ME gross investment source ingredient","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","nominal_current_cost","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_asset_refrozen_gpim_panel.csv","I_current","Millions of current dollars","source nominal investment ingredient","model transformation; total-capital aggregation","Mapped from D05/D06 asset panel. | D06 ME I_current read without pKN, survival, or warmup revision."
1930,"I_real_ME_guardian",2.93863029946153,"GPIM-guarded real ME investment ingredient","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","real","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_real_investment_guardian_panel.csv","I_real_guardian","D06 real guarded investment units","GPIM-guarded real investment ingredient","new pKN revision or rebasing","Constructed as I_current / (D05 pKN_guardian/100). | D06 ME I_real_guardian read without pKN, survival, or warmup revision."
1930,"NFC_CFC",4872,"NFC consumption of fixed capital","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_COMP",28791,"NFC compensation of employees","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_COMPENSATION_SHARE_GVA",0.636138668552111,"NFC compensation share of GVA","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","preferred operational distributive variable","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves NFC_COMP / NFC_GVA as the preferred unadjusted wage-share baseline. | Already constructed S30B accounting ratio consumed without recomputation."
1930,"NFC_COMPENSATION_SHARE_NVA",0.712877906256964,"NFC compensation share of NVA","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","wage-share robustness variant","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves this as a net-value-added wage-share robustness variant. | Already constructed S30B accounting ratio consumed without recomputation."
1930,"NFC_DIVIDENDS_NET",4957,"NFC net dividends","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_GVA",45259,"NFC gross value added","output_value_added; surplus_distribution","NFC","GVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","nominal NFC output/value-added accounting level; NFC productive-origin accounting ingredient","real output unless same-boundary validated deflator is used; financial-sector productive equivalence; model-ready transformation","Direct provider income-account line.; NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_NET_INT",1606,"NFC net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","NFC","NONE_NOT_APPLICABLE; NET_INTEREST_AND_MISC_PAYMENTS","nominal_or_ratio; nominal","surplus_accounting_ingredient; candidate_only","AUTHORIZED_FOR_D07_LEVEL_PANEL; DIAGNOSTIC_ONLY","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient; bounded diagnostic/proxy evidence; not exact Shaikh correction","financial-sector productive equivalence; model-ready transformation; baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","NFC is the strict productive-origin baseline; use available direct provider names.; Counterparty is not identified; actual and imputed components are not separated; miscellaneous payments are included; not an exact Appendix 6.7 measure. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_NOS",8605,"NFC net operating surplus","surplus_distribution; financial_correction_candidate","NFC; CORP_FIN_BOUNDARY","NOS; corporate_financial_boundary_candidate","nominal_or_ratio; nominal","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL; DIAGNOSTIC_ONLY","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient; role-lock evidence; baseline authorization is recorded in the surplus scaffold, not this financial-correction ledger","financial-sector productive equivalence; model-ready transformation; replacement by after-interest or financial-residual measure","NFC is the strict productive-origin baseline; use available direct provider names.; Observable productive-origin corporate surplus proxy before financial distribution. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_NVA",40387,"NFC net value added","output_value_added; surplus_distribution","NFC","NVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","nominal NFC net value-added accounting level; NFC productive-origin accounting ingredient","real output by residual deflation; financial-sector productive equivalence; model-ready transformation","Direct provider income-account line.; NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
1930,"NFC_PAT",3580,"NFC profits after tax","surplus_distribution","NFC","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
